engine,strategy,cell_id,clock,slip_bp_per_side,fee_schedule,start,end,access,bar_label_semantics,daily_entry_source,final_equity,total_return,max_drawdown,within_engine_rank,status,artifact_dir,note
Book,version10,baseline_default_clock_fee,production_default,0,DEFAULT_SCHEDULE=BILATERAL_10BP,20260825,20260909,qlib_bin_1min,lake_index_is_bar_start_wallclock,n/a_book_pool_day_close_chase,21025809.91,0.0012,-0.0006,1,OK,backtest\research\exports\minute_sensitivity_b_20260920\batch4_fullstrat_v10_s10tr_20260921,pool=s10_tr_bb1000_20260825_20260909 (export_strategy10_pool; Source-B resist_tr_bb_1000; research universe=lake ∩ TR cross-section then fail_closed); never stock_pool; v10-only run so within_engine_rank=1
