engine,scope,clock_status,requested_instances,evaluated_instances,baseline_trades,next_fills,common_fills,status_match_rate,matched_fill_rate,same_price_rate,mean_local_return_delta_bp,trigger_path_open_gap,trigger_path_close,trigger_path_other,trigger_path_none,oracle,production_replay,full_replay_status,full_strategy_nav,full_strategy_return,max_drawdown,strategy_rank,strategy_rank_delta
ModeB,Mode B local exit clock sensitivity not strategy claim,LOCAL_EVENTS_COMPLETE,10,10,2,2,2,1.0,1.0,0.0,-8.58981513474924,0,2,0,8,separate_modeb_oracle_csv_EX_POST_UPPER_BOUND_NOT_EXECUTABLE,DATA_GAP,DATA_GAP,,,,,
