000636,风华高科
000993,闽东电力
001207,联科科技
001223,欧克科技
001287,中电港
002185,华天科技
002339,积成电子
002498,汉缆股份
002627,三峡旅游
002658,雪迪龙
002830,名雕股份
300128,锦富技术
300161,华中数控
300215,电科院
300227,光韵达
300259,新天科技
300283,温州宏丰
300582,英飞特
300707,威唐工业
300708,聚灿光电
300739,明阳电路
300777,中简科技
300780,德恩精工
300950,德固特
301028,东亚机械
301095,广立微
301099,雅创电子
301135,瑞德智能
301180,万祥科技
301193,家联科技
301261,恒工精密
301265,华新环保
301266,宇邦新材
301329,信音电子
301499,维科精密
301536,星宸科技
301595,太力科技
600198,大唐电信
600326,西藏天路
600348,华阳股份
600522,中天科技
600626,申达股份
600703,三安光电
600768,宁波富邦
603012,创力集团
603499,翔港科技
603759,海天股份
603897,长城科技
603997,继峰股份
605488,福莱新材
