000006,深振业Ａ
000045,深纺织Ａ
000048,京基智农
001202,炬申股份
001238,浙江正特
001287,中电港
001300,三柏硕
001368,通达创智
002134,天津普林
002296,辉煌科技
002614,奥佳华
002662,峰璟股份
002698,博实股份
002745,木林森
002758,浙农股份
002799,环球印务
002815,崇达技术
002911,佛燃能源
002971,和远气体
002978,安宁股份
300247,融捷健康
300401,花园生物
300651,金陵体育
300701,森霸传感
300776,帝尔激光
300978,东箭科技
301026,浩通科技
301287,康力源
301317,鑫磊股份
301500,飞南资源
301591,肯特股份
301607,富特科技
301631,壹连科技
600108,亚盛集团
600459,贵研铂业
600714,金瑞矿业
600763,通策医疗
600851,海欣股份
600986,浙文互联
601226,华电科工
601619,嘉泽新能
601702,华峰铝业
603019,中科曙光
603045,福达合金
603079,圣达生物
603386,骏亚科技
603619,中曼石油
603629,利通电子
603638,艾迪精密
603950,长源东谷
605099,共创草坪
605299,舒华体育
605507,国邦医药
