engine,strategy,cell_id,clock,slip_bp_per_side,fee_schedule,start,end,access,bar_label_semantics,daily_entry_source,final_equity,total_return,max_drawdown,within_engine_rank,status,artifact_dir,note
Book,version9,baseline_default_clock_fee,production_default,0,DEFAULT_SCHEDULE=BILATERAL_10BP,20260825,20260909,qlib_bin_1min,lake_index_is_bar_start_wallclock,n/a_book_pool_day_close_chase,21053316.65,0.0025,-0.0019,1,OK,backtest\research\exports\minute_sensitivity_b_20260920\batch4_fullstrat_v9_s9bvot_20260921,pool=s9_bvot_20260825_20260909 (export_strategy9_pool; host-local D:\exports\...); never stock_pool; v9-only run so within_engine_rank=1
