engine,status,clock_status,scope,production_replay,full_replay_status,full_strategy_nav,full_strategy_return,max_drawdown,strategy_rank,strategy_rank_delta
ModeB,NOT_RUN,NOT_RUN,local event sensitivity not strategy claim,DATA_GAP,DATA_GAP,,,,,
