engine,case_id,scope,axis,scheme,slip_per_side_bp,status,shares,buy_px,sell_px,buy_fee,sell_fee,stamp_fee,net_pnl,net_return,production_replay,full_replay_status,full_strategy_nav,full_strategy_return,max_drawdown,strategy_rank,strategy_rank_delta,pnl_delta,return_delta_bp
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.02000045776367,35.5,6.8040000915527346,7.1000000000000005,0.0,282.0959083557127,0.04141888454871239,DATA_GAP,DATA_GAP,,,,,,0.0,0.0
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.03701045799255,35.48225,6.807402091598511,7.09645,0.0,275.1440563098913,0.04037798611338146,DATA_GAP,DATA_GAP,,,,,,-6.951852045821397,-10.408984353309295
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.05402045822143,35.4645,6.810804091644286,7.092900000000001,0.0,268.1922042640708,0.03933812753662742,DATA_GAP,DATA_GAP,,,,,,-13.903704091641885,-20.807570120849743
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.0880404586792,35.429,6.81760809173584,7.085800000000001,0.0,254.2885001724244,0.037261523732150706,DATA_GAP,DATA_GAP,,,,,,-27.807408183288317,-41.573608165616854
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.02000045776367,35.5,6.8040000915527346,7.1000000000000005,0.0,282.0959083557127,0.04141888454871239,DATA_GAP,DATA_GAP,,,,,,0.0,0.0
Book,000021.SZ_20260916_585_pending_chase,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,34.02000045776367,35.5,5.0,5.0,3.5500000000000003,282.44990844726544,0.0414818482375516,DATA_GAP,DATA_GAP,,,,,,0.3540000915527344,0.6296368883920711
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_four,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_six,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_884_eight,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_four,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_six,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_885_eight,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_four,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_six,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260916_894_eight,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.33000183105469,36.95000076293945,7.266000366210938,7.3900001525878904,0.0,109.34378585815375,0.015033656179652846,DATA_GAP,DATA_GAP,,,,,,0.0,0.0
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.34816683197021,36.93152576255799,7.269633366394042,7.386305152511598,0.0,102.01584759865,0.014019129786670026,DATA_GAP,DATA_GAP,,,,,,-7.327938259503753,-10.145263929828198
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.36633183288574,36.91305076217651,7.273266366577148,7.382610152435301,0.0,94.68790933914079,0.013005616906566557,DATA_GAP,DATA_GAP,,,,,,-14.655876519012963,-20.280392730862886
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.402661834716795,36.876100761413575,7.280532366943359,7.375220152282716,0.0,80.03203282012964,0.010981625616061527,DATA_GAP,DATA_GAP,,,,,,-29.311753038024108,-40.520305635913196
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.33000183105469,36.95000076293945,7.266000366210938,7.3900001525878904,0.0,109.34378585815375,0.015033656179652846,DATA_GAP,DATA_GAP,,,,,,0.0,0.0
Book,000021.SZ_20260917_585_pending_chase,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,200,36.33000183105469,36.95000076293945,5.0,5.0,3.6950000762939452,110.30478630065954,0.015170510348652555,DATA_GAP,DATA_GAP,,,,,,0.9610004425057923,1.3685416899970881
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_four,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_six,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_884_eight,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_four,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_six,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_885_eight,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,5,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,10,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,20,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,fee,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_trial,local event sensitivity not strategy claim,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
v7,000021.SZ_20260917_894_four,local event sensitivity not strategy claim,slippage,BILATERAL_10BP,0,NO_FILL,0,,,,,,,,DATA_GAP,DATA_GAP,,,,,,,
