engine,case_id,symbol,date,scope,axis,source,stage,signal_hm,bar_label_semantics,quote_at,close_available_at,decision_at,submit_at,decision_px,limit_reference_at,limit_reference_px,limit_reference_kind,injected_entry_a,injected_anchor_at,injected_lot_shares,injected_cash,baseline_status,baseline_reason,baseline_fill_at,baseline_fill_px,baseline_shares,baseline_cash_after,next_status,next_reason,next_fill_at,next_fill_px,next_shares,next_cash_after,matched_fill,status_match,same_price,price_diff,price_diff_bp,fixed_exit_day,fixed_exit_px,exit_mark_at,local_pair_status,baseline_local_pnl,next_local_pnl,baseline_local_return,next_local_return,local_pnl_delta,local_return_delta_bp,baseline_local_rank,next_local_rank,local_rank_delta,production_replay,full_replay_status,full_strategy_nav,full_strategy_return,max_drawdown,strategy_rank,strategy_rank_delta,action,source_lineage
v7,000021.SZ_20260917_884_four,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,35.560001373291016,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_884_six,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,35.560001373291016,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_884_eight,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,35.560001373291016,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_885_trial,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,35.58000183105469,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_885_four,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,35.58000183105469,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_885_six,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,35.58000183105469,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_885_eight,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,35.58000183105469,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_894_trial,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,894,lake_index_is_bar_start_wallclock,2026-09-17 14:54:00,2026-09-17 14:55:00,2026-09-17 14:55:00,2026-09-17 14:55:00.001000,35.4900016784668,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_894_four,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,894,lake_index_is_bar_start_wallclock,2026-09-17 14:54:00,2026-09-17 14:55:00,2026-09-17 14:55:00,2026-09-17 14:55:00.001000,35.4900016784668,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_894_six,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,894,lake_index_is_bar_start_wallclock,2026-09-17 14:54:00,2026-09-17 14:55:00,2026-09-17 14:55:00,2026-09-17 14:55:00.001000,35.4900016784668,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260917_894_eight,000021.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,894,lake_index_is_bar_start_wallclock,2026-09-17 14:54:00,2026-09-17 14:55:00,2026-09-17 14:55:00,2026-09-17 14:55:00.001000,35.4900016784668,2026-09-16 15:00:00,36.20000076293945,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
