engine,case_id,symbol,date,scope,axis,source,stage,signal_hm,bar_label_semantics,quote_at,close_available_at,decision_at,submit_at,decision_px,limit_reference_at,limit_reference_px,limit_reference_kind,injected_entry_a,injected_anchor_at,injected_lot_shares,injected_cash,baseline_status,baseline_reason,baseline_fill_at,baseline_fill_px,baseline_shares,baseline_cash_after,next_status,next_reason,next_fill_at,next_fill_px,next_shares,next_cash_after,matched_fill,status_match,same_price,price_diff,price_diff_bp,fixed_exit_day,fixed_exit_px,exit_mark_at,local_pair_status,baseline_local_pnl,next_local_pnl,baseline_local_return,next_local_return,local_pnl_delta,local_return_delta_bp,baseline_local_rank,next_local_rank,local_rank_delta,production_replay,full_replay_status,full_strategy_nav,full_strategy_return,max_drawdown,strategy_rank,strategy_rank_delta,action,source_lineage
Book,000021.SZ_20260918_585_pending_chase,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,pending_chase,585,lake_index_is_bar_start_wallclock,2026-09-18 09:45:00,2026-09-18 09:46:00,2026-09-18 09:46:00,2026-09-18 09:46:00.001000,35.959999084472656,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,,,,1000000.0,NO_FILL,abandon,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,abandon,parquet_lineage
v7,000021.SZ_20260918_884_trial,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,884,lake_index_is_bar_start_wallclock,2026-09-18 14:44:00,2026-09-18 14:45:00,2026-09-18 14:45:00,2026-09-18 14:45:00.001000,36.939998626708984,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-18 14:45:00,36.939998626708984,5400,800324.5314231872,FILLED,first_eligible_open,2026-09-18 14:46:00,36.91999816894531,5400,800432.641897583,True,True,False,-0.020000457763671875,-5.414309287280483,2026-09-19,,,DATA_GAP,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,000021.SZ_20260918_884_four,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,884,lake_index_is_bar_start_wallclock,2026-09-18 14:44:00,2026-09-18 14:45:00,2026-09-18 14:45:00,2026-09-18 14:45:00.001000,36.939998626708984,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_884_six,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,884,lake_index_is_bar_start_wallclock,2026-09-18 14:44:00,2026-09-18 14:45:00,2026-09-18 14:45:00,2026-09-18 14:45:00.001000,36.939998626708984,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_884_eight,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,884,lake_index_is_bar_start_wallclock,2026-09-18 14:44:00,2026-09-18 14:45:00,2026-09-18 14:45:00,2026-09-18 14:45:00.001000,36.939998626708984,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_885_trial,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,885,lake_index_is_bar_start_wallclock,2026-09-18 14:45:00,2026-09-18 14:46:00,2026-09-18 14:46:00,2026-09-18 14:46:00.001000,36.91999816894531,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-18 14:46:00,36.91999816894531,5400,800432.641897583,FILLED,first_eligible_open,2026-09-18 14:47:00,36.91999816894531,5400,800432.641897583,True,True,True,0.0,0.0,2026-09-19,,,DATA_GAP,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,000021.SZ_20260918_885_four,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,885,lake_index_is_bar_start_wallclock,2026-09-18 14:45:00,2026-09-18 14:46:00,2026-09-18 14:46:00,2026-09-18 14:46:00.001000,36.91999816894531,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_885_six,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,885,lake_index_is_bar_start_wallclock,2026-09-18 14:45:00,2026-09-18 14:46:00,2026-09-18 14:46:00,2026-09-18 14:46:00.001000,36.91999816894531,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_885_eight,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,885,lake_index_is_bar_start_wallclock,2026-09-18 14:45:00,2026-09-18 14:46:00,2026-09-18 14:46:00,2026-09-18 14:46:00.001000,36.91999816894531,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_894_trial,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,894,lake_index_is_bar_start_wallclock,2026-09-18 14:54:00,2026-09-18 14:55:00,2026-09-18 14:55:00,2026-09-18 14:55:00.001000,36.95000076293945,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-18 14:55:00,36.95000076293945,5400,800270.4658760071,FILLED,first_eligible_open,2026-09-18 14:56:00,36.95000076293945,5400,800270.4658760071,True,True,True,0.0,0.0,2026-09-19,,,DATA_GAP,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,000021.SZ_20260918_894_four,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,894,lake_index_is_bar_start_wallclock,2026-09-18 14:54:00,2026-09-18 14:55:00,2026-09-18 14:55:00,2026-09-18 14:55:00.001000,36.95000076293945,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_894_six,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,894,lake_index_is_bar_start_wallclock,2026-09-18 14:54:00,2026-09-18 14:55:00,2026-09-18 14:55:00,2026-09-18 14:55:00.001000,36.95000076293945,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,000021.SZ_20260918_894_eight,000021.SZ,2026-09-18,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,894,lake_index_is_bar_start_wallclock,2026-09-18 14:54:00,2026-09-18 14:55:00,2026-09-18 14:55:00,2026-09-18 14:55:00.001000,36.95000076293945,2026-09-17 15:00:00,35.5099983215332,previous_calendar_day_1500_minute_close_proxy_not_official_daily,34.95000076293945,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-19,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
Book,002025.SZ_20260916_585_pending_chase,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,pending_chase,585,lake_index_is_bar_start_wallclock,2026-09-16 09:45:00,2026-09-16 09:46:00,2026-09-16 09:46:00,2026-09-16 09:46:00.001000,68.98999786376953,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,,,,1000000.0,FILLED,chase:T+1,2026-09-16 09:46:00,68.98999786376953,100,993094.1012138367,FILLED,first_eligible_open,2026-09-16 09:47:00,69.04000091552734,100,993089.0959083557,True,True,False,0.0500030517578125,7.247869735631518,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,402.7855796813965,397.78027420043964,0.05832485997165471,0.057558355451840335,-5.005305480956849,-7.665045198143733,,,,DATA_GAP,DATA_GAP,,,,,,buy,parquet_lineage
v7,002025.SZ_20260916_884_trial,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,884,lake_index_is_bar_start_wallclock,2026-09-16 14:44:00,2026-09-16 14:45:00,2026-09-16 14:45:00,2026-09-16 14:45:00.001000,70.37999725341797,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-16 14:45:00,70.37999725341797,2800,802738.9436981201,FILLED,first_eligible_open,2026-09-16 14:46:00,70.51000213623047,2800,802374.5660125732,True,True,False,0.1300048828125,18.47185107785476,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,7382.105941772461,7017.728256225586,0.03742302753603429,0.03551024842618215,-364.377685546875,-19.127791098521378,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,002025.SZ_20260916_884_four,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,884,lake_index_is_bar_start_wallclock,2026-09-16 14:44:00,2026-09-16 14:45:00,2026-09-16 14:45:00,2026-09-16 14:45:00.001000,70.37999725341797,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a108,2026-09-16 14:45:00,70.37999725341797,2800,802738.9436981201,FILLED,first_eligible_open,2026-09-16 14:46:00,70.51000213623047,2800,802374.5660125732,True,True,False,0.1300048828125,18.47185107785476,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,7382.105941772461,7017.728256225586,0.03742302753603429,0.03551024842618215,-364.377685546875,-19.127791098521378,,,,DATA_GAP,DATA_GAP,,,,,,add_a108,parquet_lineage
v7,002025.SZ_20260916_884_six,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,884,lake_index_is_bar_start_wallclock,2026-09-16 14:44:00,2026-09-16 14:45:00,2026-09-16 14:45:00,2026-09-16 14:45:00.001000,70.37999725341797,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_884_eight,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,884,lake_index_is_bar_start_wallclock,2026-09-16 14:44:00,2026-09-16 14:45:00,2026-09-16 14:45:00,2026-09-16 14:45:00.001000,70.37999725341797,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_885_trial,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,885,lake_index_is_bar_start_wallclock,2026-09-16 14:45:00,2026-09-16 14:46:00,2026-09-16 14:46:00,2026-09-16 14:46:00.001000,70.52999877929688,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-16 14:46:00,70.52999877929688,2800,802318.5194213868,FILLED,first_eligible_open,2026-09-16 14:47:00,70.41000366210938,2800,802654.8417358398,True,True,False,-0.1199951171875,-17.013344571717994,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,6961.681665039039,7298.003979492176,0.0352166608863016,0.036980912243731325,336.32231445313664,17.64251357429726,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,002025.SZ_20260916_885_four,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,885,lake_index_is_bar_start_wallclock,2026-09-16 14:45:00,2026-09-16 14:46:00,2026-09-16 14:46:00,2026-09-16 14:46:00.001000,70.52999877929688,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a108,2026-09-16 14:46:00,70.52999877929688,2800,802318.5194213868,FILLED,first_eligible_open,2026-09-16 14:47:00,70.41000366210938,2800,802654.8417358398,True,True,False,-0.1199951171875,-17.013344571717994,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,6961.681665039039,7298.003979492176,0.0352166608863016,0.036980912243731325,336.32231445313664,17.64251357429726,,,,DATA_GAP,DATA_GAP,,,,,,add_a108,parquet_lineage
v7,002025.SZ_20260916_885_six,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,885,lake_index_is_bar_start_wallclock,2026-09-16 14:45:00,2026-09-16 14:46:00,2026-09-16 14:46:00,2026-09-16 14:46:00.001000,70.52999877929688,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_885_eight,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,885,lake_index_is_bar_start_wallclock,2026-09-16 14:45:00,2026-09-16 14:46:00,2026-09-16 14:46:00,2026-09-16 14:46:00.001000,70.52999877929688,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_894_trial,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,894,lake_index_is_bar_start_wallclock,2026-09-16 14:54:00,2026-09-16 14:55:00,2026-09-16 14:55:00,2026-09-16 14:55:00.001000,70.18000030517578,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-16 14:55:00,70.18000030517578,2800,803299.4951446534,FILLED,first_eligible_open,2026-09-16 14:56:00,70.25,2800,803103.3,True,True,False,0.06999969482421875,9.974308139046872,2026-09-17,73.16000366210938,2026-09-17 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,7942.657388305641,7746.4622436523205,0.040379445869478885,0.03934277336111941,-196.1951446533203,-10.36672508359475,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,002025.SZ_20260916_894_four,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,894,lake_index_is_bar_start_wallclock,2026-09-16 14:54:00,2026-09-16 14:55:00,2026-09-16 14:55:00,2026-09-16 14:55:00.001000,70.18000030517578,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_894_six,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,894,lake_index_is_bar_start_wallclock,2026-09-16 14:54:00,2026-09-16 14:55:00,2026-09-16 14:55:00,2026-09-16 14:55:00.001000,70.18000030517578,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260916_894_eight,002025.SZ,2026-09-16,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,894,lake_index_is_bar_start_wallclock,2026-09-16 14:54:00,2026-09-16 14:55:00,2026-09-16 14:55:00,2026-09-16 14:55:00.001000,70.18000030517578,2026-09-15 15:00:00,68.77999877929688,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-17,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
Book,002025.SZ_20260917_585_pending_chase,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,pending_chase,585,lake_index_is_bar_start_wallclock,2026-09-17 09:45:00,2026-09-17 09:46:00,2026-09-17 09:46:00,2026-09-17 09:46:00.001000,74.81999969482422,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,,,,1000000.0,FILLED,chase:T+1,2026-09-17 09:46:00,74.81999969482422,100,992510.5180305481,FILLED,first_eligible_open,2026-09-17 09:47:00,74.98999786376953,100,992493.5012138367,True,True,False,0.1699981689453125,22.720952905466163,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,-76.9022743225105,-93.91909103393573,-0.010268036512562478,-0.01251170401933003,-17.016816711425236,-22.436675067675527,,,,DATA_GAP,DATA_GAP,,,,,,buy,parquet_lineage
v7,002025.SZ_20260917_884_trial,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,73.27999877929688,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-17 14:45:00,73.27999877929688,2700,801946.1472991944,FILLED,first_eligible_open,2026-09-17 14:46:00,73.25,2700,802027.225,True,True,False,-0.029998779296875,-4.093719950408747,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2085.799067687971,2166.8767684936465,0.010531474340158019,0.010945327045567992,81.0777008056757,4.138527054099727,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,002025.SZ_20260917_884_four,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,73.27999877929688,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a108,2026-09-17 14:45:00,73.27999877929688,2700,801946.1472991944,FILLED,first_eligible_open,2026-09-17 14:46:00,73.25,2700,802027.225,True,True,False,-0.029998779296875,-4.093719950408747,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2085.799067687971,2166.8767684936465,0.010531474340158019,0.010945327045567992,81.0777008056757,4.138527054099727,,,,DATA_GAP,DATA_GAP,,,,,,add_a108,parquet_lineage
v7,002025.SZ_20260917_884_six,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,73.27999877929688,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a112,2026-09-17 14:45:00,73.27999877929688,2700,801946.1472991944,FILLED,first_eligible_open,2026-09-17 14:46:00,73.25,2700,802027.225,True,True,False,-0.029998779296875,-4.093719950408747,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2085.799067687971,2166.8767684936465,0.010531474340158019,0.010945327045567992,81.0777008056757,4.138527054099727,,,,DATA_GAP,DATA_GAP,,,,,,add_a112,parquet_lineage
v7,002025.SZ_20260917_884_eight,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,eight,884,lake_index_is_bar_start_wallclock,2026-09-17 14:44:00,2026-09-17 14:45:00,2026-09-17 14:45:00,2026-09-17 14:45:00.001000,73.27999877929688,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,NO_FILL,none,,,0,1000000.0,NO_FILL,no_baseline_order,,,0,1000000.0,False,True,,,,2026-09-18,,,NO_FILL,,,,,,,,,,DATA_GAP,DATA_GAP,,,,,,none,parquet_lineage
v7,002025.SZ_20260917_885_trial,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,trial,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,73.2699966430664,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a104,2026-09-17 14:46:00,73.2699966430664,2700,801973.1800727844,FILLED,first_eligible_open,2026-09-17 14:47:00,73.33000183105469,2700,801811.0040512085,True,True,False,0.06000518798828125,8.189598845020907,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2112.8318412780645,1950.6558197021368,0.010669422667367139,0.00984240225025486,-162.17602157592773,-8.270204171122783,,,,DATA_GAP,DATA_GAP,,,,,,add_a104,parquet_lineage
v7,002025.SZ_20260917_885_four,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,four,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,73.2699966430664,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a108,2026-09-17 14:46:00,73.2699966430664,2700,801973.1800727844,FILLED,first_eligible_open,2026-09-17 14:47:00,73.33000183105469,2700,801811.0040512085,True,True,False,0.06000518798828125,8.189598845020907,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2112.8318412780645,1950.6558197021368,0.010669422667367139,0.00984240225025486,-162.17602157592773,-8.270204171122783,,,,DATA_GAP,DATA_GAP,,,,,,add_a108,parquet_lineage
v7,002025.SZ_20260917_885_six,002025.SZ,2026-09-17,local event sensitivity not strategy claim,clock,qlib_bin_1min,six,885,lake_index_is_bar_start_wallclock,2026-09-17 14:45:00,2026-09-17 14:46:00,2026-09-17 14:46:00,2026-09-17 14:46:00.001000,73.2699966430664,2026-09-16 15:00:00,70.36000061035156,previous_calendar_day_1500_minute_close_proxy_not_official_daily,64.98999786376953,2026-09-07 09:30:00,100,1000000.0,FILLED,buy:add_a112,2026-09-17 14:46:00,73.2699966430664,2700,801973.1800727844,FILLED,first_eligible_open,2026-09-17 14:47:00,73.33000183105469,2700,801811.0040512085,True,True,False,0.06000518798828125,8.189598845020907,2026-09-18,74.19999694824219,2026-09-18 14:55:00,PRICE_PAIR_ONLY_NOT_EXECUTED_EXIT,2112.8318412780645,1950.6558197021368,0.010669422667367139,0.00984240225025486,-162.17602157592773,-8.270204171122783,,,,DATA_GAP,DATA_GAP,,,,,,add_a112,parquet_lineage
